id,neighbourhood_group,latitude,longitude,room_type,price
20567374,Bronx,40.88883,-73.90046,Entire home/apt,175
20581430,Bronx,40.85217,-73.90239,Entire home/apt,100
20581823,Bronx,40.89756,-73.85639,Private room,50
20588184,Bronx,40.83206,-73.91969,Shared room,60
20659193,Bronx,40.88698,-73.86049,Private room,35
20685952,Bronx,40.83121,-73.8483,Entire home/apt,450
20686134,Bronx,40.84711,-73.83039,Entire home/apt,80
20690341,Bronx,40.82627,-73.90803,Private room,65
20692159,Bronx,40.85657,-73.90915,Private room,55
20702398,Bronx,40.84964,-73.78717,Private room,50
20772071,Bronx,40.84101,-73.92626,Private room,62
20772204,Bronx,40.89811,-73.85543,Private room,55
20773084,Bronx,40.84184,-73.92535,Private room,42
20773149,Bronx,40.84103,-73.92701,Private room,42
20783768,Bronx,40.89685,-73.85382,Shared room,55
20801864,Bronx,40.81645,-73.86355,Private room,40
20802874,Bronx,40.83257,-73.91245,Shared room,45
20817614,Bronx,40.85751,-73.90805,Private room,45
20830442,Bronx,40.835,-73.91114,Private room,60
20832523,Bronx,40.83497,-73.9189,Private room,35
20849101,Bronx,40.90356,-73.84172,Private room,59
20862947,Bronx,40.82638,-73.92225,Private room,55
20904409,Bronx,40.86144,-73.86427,Entire home/apt,79
20960110,Bronx,40.85362,-73.8896,Entire home/apt,140
20998265,Bronx,40.82453,-73.92563,Private room,60
21000540,Bronx,40.81553,-73.92453,Entire home/apt,120
21006709,Bronx,40.84038,-73.85662,Entire home/apt,65
21020862,Bronx,40.88192,-73.86186000000001,Private room,60
21044649,Bronx,40.87759,-73.88459,Private room,42
21045324,Bronx,40.85444,-73.88462,Private room,30
21090094,Bronx,40.86506,-73.84295,Entire home/apt,40
21110331,Bronx,40.80762,-73.92454,Entire home/apt,115
21121438,Bronx,40.86924,-73.90651,Private room,40
21122874,Bronx,40.83408,-73.87419,Private room,28
21156632,Bronx,40.83439,-73.8585,Private room,300
21172187,Bronx,40.83555,-73.8757,Private room,25
21250819,Bronx,40.85632,-73.88631,Private room,35
21266924,Bronx,40.8459,-73.91558,Private room,77
21314250,Bronx,40.85579,-73.88512,Private room,29
21321503,Bronx,40.87666,-73.90034,Entire home/apt,149
21357642,Bronx,40.82706,-73.91779,Private room,80
21366806,Bronx,40.85456,-73.88521,Private room,29
21369232,Bronx,40.82407,-73.8614,Private room,49
21394750,Bronx,40.8568,-73.9149,Entire home/apt,175
21405904,Bronx,40.81728,-73.86343,Private room,40
21406998,Bronx,40.87847,-73.90268,Private room,80
21413889,Bronx,40.80889,-73.92028,Entire home/apt,125
21485695,Bronx,40.82276,-73.92682,Entire home/apt,114
21491460,Bronx,40.82251,-73.91125,Private room,60
21520497,Bronx,40.82995,-73.90342,Entire home/apt,50
21541783,Bronx,40.82245,-73.90875,Entire home/apt,110
21602731,Bronx,40.89215,-73.83351,Entire home/apt,75
21609824,Bronx,40.83079,-73.8815,Private room,50
21612193,Bronx,40.8118,-73.92263,Private room,54
21716772,Bronx,40.88302,-73.90899,Private room,70
21739805,Bronx,40.88688,-73.84789,Private room,70
21765895,Bronx,40.81039,-73.92478,Private room,73
21778446,Bronx,40.84607,-73.83842,Entire home/apt,99
21789289,Bronx,40.83067,-73.88024,Private room,35
21811663,Bronx,40.86264,-73.84854,Entire home/apt,62
21830694,Bronx,40.85973,-73.86699,Entire home/apt,70
21897845,Bronx,40.86706,-73.84674,Private room,40
21959695,Bronx,40.82739,-73.88176,Entire home/apt,50
21960659,Bronx,40.8739,-73.90364,Private room,69
21963428,Bronx,40.80024,-73.91422,Private room,49
22034977,Bronx,40.82668,-73.8822,Entire home/apt,50
22042837,Bronx,40.84572,-73.91023,Private room,39
22054258,Bronx,40.82496,-73.91389,Private room,45
22086968,Bronx,40.84279,-73.86527,Entire home/apt,100
22087093,Bronx,40.88447,-73.90157,Private room,55
22088409,Bronx,40.87491,-73.87575,Private room,87
22125138,Bronx,40.85828,-73.88559,Private room,30
22151798,Bronx,40.81037,-73.91946,Entire home/apt,65
22179180,Bronx,40.8785,-73.86347,Entire home/apt,200
22238046,Bronx,40.83314,-73.91708,Private room,38
22260561,Bronx,40.86674,-73.89284,Private room,30
22266609,Bronx,40.80726,-73.92999,Private room,50
22305797,Bronx,40.87504,-73.88476,Private room,200
22336423,Bronx,40.82441,-73.90361,Private room,125
22373128,Bronx,40.87446,-73.87453,Private room,187
22387260,Bronx,40.83373,-73.91147,Entire home/apt,140
22400368,Bronx,40.823,-73.90859,Entire home/apt,60
22454537,Bronx,40.85702,-73.83697,Private room,300
22494825,Bronx,40.80986,-73.9214,Entire home/apt,140
22510506,Bronx,40.87396,-73.87785,Private room,26
22544160,Bronx,40.86665,-73.8954,Entire home/apt,80
